Id	Sentence_1	Sentence_2	Class	Cosine_distance_layer_1	Cosine_distance_layer_2	Cosine_distance_layer_3	Cosine_distance_layer_4	Cosine_distance_layer_5	Cosine_distance_layer_6	Cosine_distance_layer_7	Cosine_distance_layer_8	Cosine_distance_layer_9	Cosine_distance_layer_10	Cosine_distance_layer_11	Cosine_distance_layer_12
127126	È un imbroglio!	Allora, se vogliamo salvare la reputazione del made in Italy, dell'agroalimentare italiano, abbiamo bisogno di un'agricoltura efficiente, performante, innovativa.	0	0.0758	0.1599	0.1578	0.0934	0.0944	0.0952	0.105	0.14	0.1534	0.2249	0.4721	0.2368
58734	Con disabilità!	Perché sono disabile, ma non sono idiota!	1	0.0542	0.0808	0.0756	0.0529	0.0561	0.0893	0.141	0.1855	0.3055	0.5362	0.8874	0.4768
51504	Forse per questo si dice che bisogna abbracciare il cambiamento.	Io l'ho abbracciato anche decidendo di andare a vivere in un paese emergente.	0	0.0285	0.0476	0.0489	0.0371	0.0455	0.04	0.0521	0.0629	0.1048	0.1648	0.2832	0.246
75401	E questo era tutto.	Fa parte dell'evoluzione tecnologica.	1	0.0351	0.0606	0.0551	0.0352	0.0457	0.0347	0.049	0.0648	0.0849	0.1791	0.2097	0.2975
186178	Anche qui ci sono degli aspetti interessanti che si sono evoluti, e in un certo senso invertiti, in maniera del tutto inaspettata.	I videogiochi nascono come prodotto tecnologico, come ispirazione dall'innovazione tecnologica.	0	0.0288	0.0472	0.0561	0.0433	0.0475	0.051	0.0557	0.0588	0.072	0.0804	0.0683	0.1038
862	Questo fa parte di un quadro più generale in cui imitiamo la natura.	Allora, per prendere ispirazione, il materiale più tenace, che ha la maggior capacità di dissipare energia prima di andare a rottura, è la seta del ragno.	1	0.0239	0.0386	0.0399	0.0278	0.0292	0.0395	0.0462	0.057	0.0711	0.0983	0.2002	0.3576
37529	"Ho cercato di sintetizzare queste mie ricerche in un manifesto, come vedete la figura si chiama ""tetraedro del valore"" e fa paura solo a vederla anche da lontano."	In realtà è una figura significante perché è un solido platonico, quella che Platone definiva una figura perfetta: una piramide con tutti i lati uguali.	0	0.0223	0.0296	0.0303	0.0221	0.0243	0.0258	0.0226	0.0269	0.0391	0.041	0.0534	0.0669
55666	Ripensando a quei momenti, capisco che quella tastierina alla fine sotto altra forma è ancora qui, quei ritmi con cui amavo giocare sono qui, sono due rulli compressori in carne ed ossa, sono due miei fratelli che mi accompagnano ovunque.	JOYCUT perché joy è una traccia di Time of no reply di Nick Drake; e cut perché in qualche modo rappresenta quella che è la nostra ambizione nella ricerca e sperimentazione musicale, dal respiro di quel disco importante che è stato The Final Cut, lavoro di Roger Waters.	1	0.0197	0.0396	0.0315	0.0193	0.0203	0.0215	0.0226	0.0256	0.0399	0.0554	0.0979	0.1127
179901	"Mia moglie leggeva queste cose e diceva: ""Ma davvero sei ricco? """	Ve lo giuro!	0	0.0603	0.077	0.1182	0.0942	0.0977	0.0832	0.1192	0.1264	0.1667	0.3662	0.5417	0.4951
25058	Naturalmente abbiamo la loop che ci aiuta a memorizzare la parte.	Quindi era... tre note di basso...	0	0.0615	0.0551	0.0648	0.0403	0.0452	0.0409	0.0379	0.0384	0.0649	0.0714	0.2262	0.4354
61915	Quello che veramente conta è trovare le proprie passioni, dedicarci il giusto tempo e intraprenderle.	Non c'è momento migliore del qui ed ora per farlo.	0	0.0238	0.0366	0.053	0.0356	0.047	0.0652	0.0626	0.0906	0.1492	0.2179	0.447	0.4459
106708	Allora, in un mondo così sovraccarico di parole, perché è vero che è sovraccarico, siamo circondati continuamente da parole, io vi invito a fare una cosa: riprendiamoci il potere della parola giusta.	Questa è una cosa che possiamo fare tutti.	0	0.0378	0.0557	0.0531	0.0411	0.0515	0.0527	0.0643	0.0873	0.0875	0.1242	0.0794	0.0673
111792	Restando ferma lì, però, l'avrei data vinta a coloro che mi avevano fatto del male e violentato dentro casa mia: nell'anima, nella mia etica e nella mia professione, che è parte fondamentale di me.	Così ho scelto la seconda: lottare.	0	0.041	0.0739	0.0776	0.0678	0.0783	0.0702	0.0778	0.1057	0.1234	0.1558	0.2228	0.2041
198848	Sono quella linea blu che vedete in questo grafico.	Lo vedete come è aumentato il numero di ricerche degli italiani che sono andati su Google per informarsi su cosa avveniva sul tema degli sbarchi.	0	0.0277	0.0409	0.0478	0.0364	0.0487	0.0582	0.052	0.0606	0.0704	0.1295	0.0939	0.1409
27980	Tutti insieme quindi si spera di arrivare a fare questo passo successivo per combattere queste malattie.	Ora, vedete, quando mi è stato chiesto di partecipare a quest'evento, non ero sicuro, perché dicevo: 'Ma che cos'ha a che fare il coraggio di osare con questa scoperta? ' Una cosa che non riuscivo a connettere.	0	0.025	0.0391	0.0583	0.0412	0.0511	0.0635	0.0762	0.0986	0.1567	0.2171	0.3131	0.1945
114465	Oh ch'ella conosceva quel suo Gengè più che non lo conoscessi io!	Se l'era costruito lei!	0	0.0262	0.0573	0.059	0.0471	0.0508	0.0501	0.0485	0.041	0.0309	0.1217	0.383	0.6399
86180	E infatti, quando avevo 20 anni ed ero al mio primo corso di animazione, scoppiò la guerra nei Balcani.	E in quel momento, tutte le storie raccontatemi da mia mamma, che erano rimaste nel mio cuore e nella mia mente, non erano più così lontane.	0	0.0246	0.0405	0.0329	0.0205	0.0309	0.0294	0.0314	0.0419	0.0581	0.0822	0.0407	0.0551
182217	"La frase è: ""È un paesaggio un qualunque pezzo di territorio trasformato con consapevolezza""."	Ci troviamo a vivere da vintage urbani, da hipster nostalgici.	1	0.0411	0.0519	0.0418	0.0258	0.0307	0.0301	0.0309	0.0352	0.0481	0.0686	0.0751	0.161
78220	Oggi sembrano fronteggiarsi due tipi di pensiero.	Ogni tanto, penso che il problema sia che sono un ingegnere: e gli ingegneri, di solito, sono persone molto organizzate.	1	0.036	0.0489	0.0451	0.0354	0.0423	0.0523	0.0509	0.067	0.0863	0.1192	0.1888	0.2026
143860	Quindi oggi noi possiamo vedere ciò che Galileo poteva solo immaginare e possiamo anche renderci conto di come sia fragile questo ambiente terrestre e di come sia importante renderlo sempre più adatto ai bisogni dell'uomo, sempre più verde, come ho detto nel titolo.	Qui a Padova stiamo facendo molto, l'eccellenza di Galileo si è trasferita nei nostri laboratori, si fa tanta ricerca ma anche a livello più basso, pre - universitario.	0	0.0177	0.0282	0.0282	0.0185	0.0219	0.0205	0.0227	0.0197	0.0169	0.0177	0.0229	0.0226
7209	Per questo deve preoccuparci ancora di più.	Troviamo, infatti, che quasi il 70% delle riserve di acqua dolce sono concentrate in soli 13 paesi del mondo.	1	0.0395	0.0832	0.0737	0.057	0.0655	0.0628	0.0592	0.0745	0.0984	0.122	0.2073	0.3586
192901	Perché è il Paese che ha bisogno di essere rinnovato.	Qui l'odontoiatra ha parlato della stampante 3 La General Electric sta profondendo ricchezze e software su questo: noi abbiamo bisogno di portare qui questo, sennò le nostre industrie, e la nostra capacità competitiva, restano ferme.	1	0.0345	0.0689	0.0715	0.0675	0.0804	0.0696	0.0687	0.0978	0.1091	0.1363	0.2763	0.3544
11228	Questo crea una sorta di coltre attraverso la quale è difficile vedere dei fatti che stanno già avvenendo.	Tesla Motors ha inventato un'auto semplicemente migliore.	0	0.0359	0.0478	0.069	0.0489	0.0493	0.056	0.0526	0.085	0.1149	0.1659	0.3457	0.2988
52600	È qui che diventa uno scheletro modificabile.	Ecco allora che, cercando di imitare la combinazione di queste contrazioni trasversali e longitudinali, si può costruire un braccio semplicissimo, anche solo con un cono di silicone e dei cavi all'interno, che in acqua ha dei movimenti molto simili a quelli che abbiamo osservato negli animali.	0	0.0366	0.0601	0.0677	0.0574	0.0591	0.0624	0.0891	0.1267	0.1444	0.1784	0.2201	0.1575
125543	E prima di raccontarvi un po' quello che sto facendo, vi voglio raccontare una storia che vi fa capire, anche, che il tema della sostenibilità è un tema che viene da lontano.	Il primo - questo racconto che vi voglio narrare riguarda una storia meravigliosa.	0	0.019	0.0392	0.0573	0.0485	0.0484	0.0395	0.0433	0.0703	0.0893	0.1538	0.39	0.4036
163564	Quando tu minacci una persona, dai un segnale ad una persona, lo fai davanti a suo figlio.	Allora ho cercato di vedere, di compulsare alcune persone che avevano a che fare con lui.	1	0.0182	0.0268	0.0317	0.0242	0.0253	0.019	0.0194	0.0254	0.03	0.0479	0.0534	0.0866
121226	Poco fa, sulle vostre poltrone, alcuni dei nostri colleghi vi hanno lasciato questo piccolo dono.	Per noi questo non è un semplice dono, bensì un pretesto per allacciare, instaurare una prima relazione con voi.	0	0.0232	0.0324	0.0247	0.0209	0.0286	0.0247	0.0233	0.0262	0.0438	0.0985	0.0717	0.1105
177051	Infatti poi alla fine decido... informatica.	Ci mettiamo i commenti, i mi piace?	1	0.0595	0.0655	0.0901	0.0636	0.0679	0.0764	0.0749	0.0908	0.0975	0.1166	0.062	0.0841
70618	la chirurgia, l'anestesia, i progressi hanno sicuramente portato a un grandissimo vantaggio per l'uomo, per l'umanità.	Però questo modello biomedico, questo modello dell'uomo - macchina, in un certo senso sta mostrando qualche limite.	0	0.026	0.0496	0.0317	0.0181	0.0187	0.0157	0.0165	0.013	0.0126	0.0162	0.0238	0.0501
94251	Randriamarofara Jean Delphin, una persona straordinaria.	Di origini contadine.	0	0.0508	0.0603	0.0625	0.0422	0.0503	0.0539	0.0626	0.0768	0.1091	0.1746	0.1631	0.1473
133954	È difficile fare una stima precisa perché dipende da quali parti, per esempio, dei dialetti, consideriamo parte anche del lessico italiano.	Ovviamente, se io racconto delle cose di me, quelle parole, le devo pensare bene, perché che cosa voglio che gli altri capiscano di me?	1	0.0314	0.0432	0.04	0.0324	0.0439	0.0496	0.0501	0.0532	0.0518	0.081	0.0422	0.0798
40912	All'ufficio brevetti, non gli piaceva questo lavoro, era un lavoro di semplice passacarte.	E però lui aveva un cassetto che aveva creato sotto la scrivania.	0	0.0292	0.0564	0.0529	0.033	0.032	0.0269	0.0293	0.0442	0.0676	0.111	0.3558	0.3263
55957	Perché se mi dovete giudicare, lo dovete fare per la persona che sono e per la storia che ho da raccontarvi.	E non solo per il mio aspetto.	0	0.0274	0.0384	0.0413	0.0411	0.0484	0.047	0.0492	0.0604	0.0754	0.1161	0.3025	0.3074
135221	Contemporaneamente, sempre negli ultimi 20 - 30 anni, forse 40, si è assistito gradualmente a un consolidamento di un vero e proprio monopolio nel mercato mondiale dei semi, un mercato che vale miliardi di dollari e che oggi, per il 65% circa, è controllato da quattro grosse corporazioni internazionali.	Che cosa significa controllo del seme?	0	0.0626	0.1082	0.0853	0.0702	0.0712	0.0777	0.0906	0.1191	0.1279	0.1458	0.149	0.2417
26867	Oggi, sappiamo, c'è la scuola di massa, un diploma o una laurea hanno però dietro una piramide enorme di consumi di energia, di risorse.	E avevo portato in studio questa mucca, vi devo dire con un po' di difficoltà, perché doveva essere assistita da un veterinario, perché non fosse maltrattata.	1	0.0176	0.0381	0.0298	0.0215	0.0201	0.0196	0.024	0.0246	0.0217	0.0221	0.0539	0.0718
117153	Soprattutto oggi in cui si deve sempre fare, fare, fare un sacco di cose, fare di tutto.	Penso che sia molto importante ogni tanto fermarsi a pensare.	0	0.0243	0.0331	0.0348	0.0282	0.0352	0.0365	0.0354	0.0378	0.0406	0.1086	0.0562	0.085
81139	E invece, però, poi ti rendi conto che ci sono così tante storie, intorno a te, che sono allucinanti.	Ma che - da chi dipendono?	0	0.0376	0.0932	0.0719	0.0552	0.0572	0.0501	0.0582	0.0719	0.0785	0.1084	0.0718	0.1133
1446	Quindi, la prima cosa è il dubbio che è fecondo, perché l'unico modo di aumentare la conoscenza è sapere di non sapere.	Gli esseri umani vogliono certezze.	1	0.0643	0.0927	0.1026	0.0635	0.0679	0.0638	0.075	0.1052	0.1137	0.1572	0.3067	0.2937
170897	"Allora, andiamo ad individuare, appunto, il punto debole della noce, quindi questo ""soft eye"", e cominciamo ad avvitare la punta in acciaio."	Ci si appoggia su una superficie stabile, per evitare di perdere la noce, insomma, di fare dei malanni.	0	0.0144	0.0275	0.0317	0.0211	0.0287	0.0245	0.0226	0.0196	0.026	0.0264	0.0362	0.074
198520	Non sorrideva, non dava confidenza, occhi bassi, ma aveva un tocco...	Sotto il fico imparò i discorsi dei maschi perché mentre radeva uno gli altri parlavano del prezzo delle sementi, dei viaggi verso il Brasile, l'Argentina, per cambiare vita.	0	0.0294	0.041	0.0496	0.0351	0.0332	0.0329	0.0432	0.0784	0.0913	0.1226	0.2985	0.2921
7533	Ma fatemelo dire come lo disse Richard Feynman, fisico, premio Nobel, in un discorso visionario al Caltech, nel 1959, poco dopo Natale.	"""Vorrei illustrarvi un settore in cui si è fatto finora poco, ma che sul piano teorico offre enormi potenzialità, si tratta di un campo un po' particolare, poiché non ci dirà molto sulla fisica fondamentale, ma potrebbe aiutarci a capire molte cose interessanti in situazioni complesse, e soprattutto potrebbe avere innumerevoli applicazioni tecnologiche."	0	0.0306	0.0462	0.0662	0.0527	0.0493	0.0442	0.0484	0.0641	0.0817	0.1012	0.1133	0.0811
80219	Inspirate profondamente.	Espirate profondamente.	0	0.0123	0.0135	0.013	0.0078	0.0103	0.0098	0.0097	0.0089	0.0117	0.0297	0.031	0.0692
42479	È davvero importante, perché la rete a me m'ha salvato la vita, m'ha reso una persona contenta, una persona felice, una persona combattiva perché mi sono data il tempo, io, imparando a studiare da sola, imparando a cercare quello che mi interessava, prendendo il mio tempo, me lo sono data io da sola.	Però se qualcuno me lo poteva spiegare un po' prima, non perdevo tutto questo tempo, non mi sentivo così male per così tanti anni.	0	0.0261	0.0421	0.041	0.0225	0.0278	0.0375	0.0478	0.0548	0.0681	0.0614	0.0494	0.0633
115355	Fin dalla loro prima comparsa sulla terra, l'uomo e la donna sono sempre stati scontenti.	Si sono guardati intorno e hanno cominciato a criticare: il sole potevano farlo un po' più rotondo, il mare potevano farlo meno salato, l'estate farla durare un po' di più, la settimana poteva almeno avere tre domeniche.	0	0.0269	0.0407	0.045	0.0378	0.0416	0.0351	0.046	0.0429	0.0327	0.0321	0.0923	0.1739
161961	Come con la malattia, dove la sofferenza e il dolore mi facevano riscoprire un po' più forte.	Scoprivo, metro dopo metro, il coraggio che si nasconde dietro l'affrontare qualcosa che sembra impossibile.	0	0.0208	0.0248	0.0214	0.0161	0.0165	0.0178	0.019	0.0145	0.012	0.016	0.0248	0.0385
160389	Altri cambiamenti, invece, sono avvenuti grazie a delle crisi.	Quindi oggi vorrei parlare con voi di crisi personali, di come attraversarle, trasformarle e ripartire.	0	0.0272	0.0606	0.0444	0.0307	0.0356	0.0328	0.0315	0.0273	0.0371	0.0473	0.0392	0.0784
27399	Fino in fondo, completamente.	entro in una chiavetta USB.	1	0.0382	0.0635	0.0464	0.0333	0.0407	0.0395	0.0501	0.0786	0.1215	0.1738	0.3211	0.3554
47901	Più andavo dritto verso questo modo di pensare il futuro più mi rendevo conto che in realtà, avere città proprio come queste significa costruire il privilegio per alcuni.	Perché se davvero vogliamo provare ad affrontare il problema dobbiamo guardare altrove.	0	0.0308	0.0481	0.0431	0.0376	0.0376	0.0389	0.035	0.0393	0.037	0.0531	0.075	0.1891
120950	Do or do not there is no try - Fare o non fare, non c'è tentativo.	Forse la versione italiana è: fare o non fare, non c'è solo da criticare.	0	0.0247	0.0561	0.0459	0.0264	0.0263	0.0285	0.029	0.03	0.0239	0.027	0.0444	0.2134
93710	Essere eco - friendly non significa avere dei certificati sul proprio prodotto o processo, ma significa sviluppare una forma mentis che tende ad eliminare il magazzino, a ottimizzare la logistica.	l'essenziale è invisibile agli occhi, diceva il piccolo principe: un bel prodotto da solo non arriva sul mercato senza l'aurea di magia data dalla comunicazione e dalla distribuzione.	1	0.0145	0.027	0.0302	0.0257	0.0291	0.0323	0.0342	0.049	0.0679	0.1168	0.1627	0.1576
56734	Chi di voi invece ha investito in Bitcoin?	La condivisione di asset, spazi, esperienze, in un modo che non si è mai visto prima.	1	0.0326	0.0449	0.0523	0.0419	0.0514	0.0469	0.0472	0.0442	0.0507	0.0704	0.0659	0.1019
73280	Se poi, appena appena, ti prende la passione, nelle ore di navigazione, con le splendide emozioni, quasi neanche ti rendi più conto di quanto tutte le piccole semplici lezioni che hai imparato formino un affresco di un'affascinante complessità.	Ma non sarei arrivato a raggiungere nessuno di questi obiettivi se non ci fosse stata una grande passione che mi spingesse a trovare ogni volta nuove domande e relative risposte.	1	0.0185	0.0288	0.0357	0.0253	0.0256	0.0258	0.0285	0.0489	0.0982	0.1261	0.2832	0.2642
193226	Catene e prigioni fanno parte della nostra vita individuale e collettiva.	Quindi è un fatto che dovrebbe interessare tutti.	0	0.0369	0.0421	0.0356	0.0271	0.0323	0.0284	0.027	0.0314	0.0403	0.052	0.0659	0.0925
143484	E la tecnologia per loro diventa uno strumento per creare qualcosa di cui essere orgogliosi.	E quindi di aumentare esponenzialmente il numero di studenti che possiamo raggiungere.	1	0.0199	0.031	0.0235	0.0175	0.0197	0.0216	0.0199	0.0244	0.0328	0.0398	0.0299	0.0788
51084	Mi trovo fin da subito catapultato in un mondo che dire travolgente è poco, perché inizio ad aprire stores ed uffici in tutta Europa.	Divento uno dei portabandiera di questo brand, che scatenava una reazione euforica nelle persone a livello globale, tant'è che è difficile descrivervi la passione con cui vivevo ogni giornata.	0	0.0179	0.0304	0.0336	0.025	0.0224	0.0282	0.0347	0.0401	0.0522	0.0533	0.2507	0.596
88648	Ma la scienza ha anche un altro ruolo fondamentale nella società, quello di formare le nuove generazioni, i nuovi talenti, aprire le loro menti, liberarle dal pregiudizio, perché nuova conoscenza e nuovo progresso siano sempre di più anche sinonimo di rispetto dell'altro, del diverso e di altre forme di vita.	Perché un cittadino che non ha nulla a che fare con la giustizia dovrebbe interessarsi a quello che avviene all'interno di un carcere?	0	0.0208	0.064	0.0477	0.0341	0.0352	0.0375	0.0518	0.0462	0.04	0.0329	0.0412	0.0618
192125	Un po' qualcosa cambia, e il mondo intorno a te inizia a esserne consapevole.	Stiamo dando lavoro a sei persone.	1	0.0443	0.0603	0.0598	0.0423	0.042	0.0345	0.0358	0.05	0.0609	0.0842	0.2642	0.3532
87824	All'epoca bastava il Mediterraneo, che era di gran lunga il mare più importante del pianeta; bastava controllare quello per creare una globalizzazione.	Cioè, quando i Romani sconfissero, alla fine della Terza Guerra Punica, i Cartaginesi, e controllarono l'intero Mar Mediterraneo, crearono una globalizzazione a tutti gli effetti, in senso tecnico.	0	0.0121	0.0239	0.0259	0.0185	0.022	0.0199	0.0203	0.0189	0.0129	0.0133	0.0814	0.0828
64231	Google e trovo chi l'ha fatto prima di me.	Mi risponde ad un tale: Riccardo Carnovalini, intrepido camminatore che ha camminato ovunque in Italia, estasiato dalla mia follia.	0	0.0283	0.0477	0.0677	0.0556	0.0619	0.0687	0.0704	0.0899	0.1003	0.1195	0.2974	0.5953
85068	1827, Joseph Niepce, scopre ed inventa un procedimento che regala all'umanità la prima immagine fotografica della storia.	1930, la Leica commercializza la prima macchina fotografica portatile, ed ora la fotografia può arrivare ovunque: per le strade, e in trincea.	1	0.0264	0.0513	0.0415	0.0355	0.032	0.0265	0.0292	0.035	0.048	0.0569	0.0633	0.1279
94230	Cosa vuol dire saper ascoltare?	"E dice: ""Le persone sono come le vetrate colorate."	1	0.0531	0.0675	0.0619	0.0521	0.0481	0.0635	0.0845	0.1235	0.1836	0.2434	0.1258	0.2495
138657	La nostra Italia è piena di sogni e di sognatori, e questi sognatori ci dimostrano ogni giorno come questi sogni possano diventare realtà.	Oggi io cercherò di parlarvi un po' di economia circolare che, si badi bene, non è il costi e ricavi associati al mio spazioso girovita, ma qualcosa di più di più scientifico, di più affascinante.	1	0.0252	0.0343	0.045	0.0327	0.0339	0.0405	0.0422	0.0771	0.1624	0.2483	0.4445	0.3391
80880	Queste stelle concludono la loro vita in modo violento, con un'esplosione violenta che è nota come supernova.	Il nome deriva dal fatto che, a queste densità così alte, possiamo aspettarci che la materia sia composta principalmente di neutroni.	1	0.0131	0.0227	0.0316	0.0215	0.0229	0.0209	0.019	0.0526	0.0856	0.0936	0.1769	0.1497
114651	Gli fa una specie di visita guidata di un quarto d'ora.	Un salto di un quarto d'ora, 500 anni indietro nel tempo.	0	0.0141	0.021	0.0155	0.0129	0.0158	0.0177	0.0166	0.0174	0.0162	0.0283	0.0842	0.1989
157926	Ma, capisco che è un concetto un po' complesso da spiegare, quindi vorremmo cercare di chiarirlo con un esempio molto molto semplice.	Partiamo da questa immagine, cosa vedete in questa foto?	0	0.0406	0.0438	0.0606	0.0405	0.0416	0.0376	0.0421	0.0611	0.0753	0.1153	0.2722	0.403
166265	Parlando tutti insieme, quella sera, di arrampicate, gite in montagna, pensai: evviva, sono in piedi, posso andare.	In realtà, quella sera stavo a malapena in piedi, con l'utilizzo delle stampelle.	0	0.0163	0.031	0.0419	0.0341	0.0329	0.0295	0.0374	0.0387	0.0547	0.0699	0.0749	0.0807
178619	"Al ""va bene"", Zeno prende il cucchiaio e arrabbiato inizia a mangiare la minestra."	Vengono sei milioni di calorie.	1	0.0491	0.0729	0.086	0.0609	0.0678	0.0649	0.069	0.0974	0.1316	0.1714	0.1187	0.1565
118644	In tanto la scienza è andata avanti e ha prodotto i suoi dati, i fatti.	E ha dimostrato che il DDT non è un cancerogeno.	0	0.027	0.0418	0.0387	0.029	0.034	0.0267	0.0275	0.0285	0.0347	0.058	0.0459	0.115
148103	Da piccola, poi, dicevo di voler fare il falegname.	Bambina socievole in un'area geografica di orsi.	1	0.0234	0.0319	0.0452	0.0314	0.0283	0.0216	0.0219	0.0406	0.0604	0.1043	0.4492	0.6396
151590	48 ore è il tempo che abbiamo impiegato per compiere i 3000 km di deserto australiano sotto l'energia del sole.	Abbiamo visto prima quanto pesano i veicoli di tutti i giorni.	1	0.0201	0.0283	0.0362	0.0296	0.0328	0.039	0.0415	0.0684	0.0788	0.1023	0.2651	0.3147
45061	Troppo gentili, è lei che se lo merita.	Anche quest'anno finisce molto bene.	0	0.0258	0.0374	0.051	0.0374	0.0455	0.0429	0.0396	0.0682	0.1017	0.142	0.2155	0.1527
73267	Infatti, quando mi sono laureata, non avevo la più pallida idea di cosa fare.	Mi sentivo persa.	0	0.0699	0.0719	0.0779	0.0554	0.0633	0.0632	0.1137	0.3286	0.4079	0.3607	0.2701	0.3213
51001	Esatto: se la tendenza rimarrà inalterata, si calcola che entro il 2050 ci saranno, nel mondo, 131 milioni di persone con la demenza, per una spesa complessiva di circa 2 trilioni di dollari americani.	Una teoria consolidata, e confermata da diversi dati sperimentali, è che l'alterata funzione elettrica e sinaptica nel cervello di persone con l'Alzheimer sia causata dalla proteina beta amiloide.	1	0.0183	0.0401	0.0475	0.03	0.035	0.0331	0.0299	0.0492	0.0666	0.0781	0.0868	0.0999
97905	Veniamo tutti dall'Africa.	Tutti noi veniamo dall'Africa, questo è scritto nel nostro codice genetico.	0	0.0241	0.0228	0.0298	0.0211	0.028	0.0306	0.0413	0.0379	0.0319	0.0761	0.2519	0.2896
145855	Questo si traduce in un tasso del fallimento equivalente a quello che vedete scritto qui: 99, 6%.	Ma modelli molto simili a questo, anche più complessi di questo, cresciuti in 3D, in tridimensionalità, possono già oggi essere utilizzati per studiare le patologie umane.	1	0.022	0.0436	0.0353	0.0215	0.0255	0.0295	0.0298	0.0353	0.0431	0.0564	0.0514	0.0494
137103	Durante la prima settimana abbiamo avuto modo di confrontarci con i tecnici e gli esperti della torre di caduta che ci hanno dato tantissimi consigli.	È stata una settimana veramente molto educativa durante la quale abbiamo apportato le ultime migliorie al nostro esperimento e l'abbiamo poi inserito all'interno della capsula che vedete.	0	0.0175	0.0277	0.0372	0.0345	0.0399	0.0492	0.0532	0.089	0.1696	0.2636	0.4657	0.3441
153568	Ho visto un clochard, per terra, seduto, che non faceva assolutamente nulla e ho visto le persone che gli davano i soldi.	Io mi sono avvicinato e ho continuato a vedere persone dargli soldi e lui non faceva nulla.	0	0.0139	0.0228	0.023	0.0168	0.0193	0.0251	0.0305	0.0485	0.0517	0.0965	0.2998	0.2697
17120	Avete voglia di fare un ultimo viaggio con me?	Noi siamo nati a piedi nudi: ognuno di noi, singolarmente, e tutti insieme come società umana, siamo venuti al mondo a piedi nudi.	1	0.0411	0.0702	0.0721	0.0514	0.0603	0.061	0.0593	0.0651	0.066	0.0924	0.074	0.1045
122176	Era fondamentale per noi capire come poter comunicare un progetto non affinché venisse semplicemente conosciuto - quindi emotivo, fattore emotivo, ma perché venisse replicato, funzionale.	Il progetto, in meno di tre mesi, è stato replicato in 19 città del mondo.	0	0.0225	0.0469	0.0421	0.0314	0.0369	0.0355	0.0351	0.0431	0.0553	0.0738	0.0455	0.0674
100742	Ti senti scettica?	Se non si trova qui non giudicarla, con gentilezza riportala al tuo respiro.	1	0.0592	0.0923	0.0799	0.0509	0.0624	0.0668	0.0799	0.1321	0.1927	0.1953	0.1802	0.4054
25764	La banca!	La banca!	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83552	Quindi noi siamo uomini degni di dignità malgrado la malattia.	E allora, se è vero questo modello bio - psico - sociale per cui, cambiando forse l'ambiente, io diminuisco la disabilità, guardando a quest'interazione, io forse non posso cambiare la malattia - perché purtroppo, molte malattie posso curarle ma non guarirle.	0	0.0406	0.0593	0.0586	0.0469	0.0522	0.0567	0.0662	0.0898	0.1132	0.1612	0.1289	0.0826
66855	""", ogni singola persona ti dà una risposta diversa, oppure, ancora più grave, ti risponde ""non lo so""."	Quindi la vera domanda non è questa.	0	0.0486	0.0824	0.0803	0.0549	0.0592	0.0614	0.0679	0.0842	0.1046	0.1428	0.1222	0.1315
46622	Circa 10.000 anni fa, l'uomo ha inventato l'agricoltura.	Addirittura c'è un premio ogni anno che viene dato alle aziende più trasparenti, alle startup che lavorano in questo ambito, E non c'è testimonial là dentro, non c'è un piano tariffario, c'è semplicemente la voglia di parlare alle persone in un altro modo.	1	0.0338	0.0682	0.0584	0.0429	0.0459	0.049	0.0609	0.0607	0.0475	0.0443	0.1469	0.3825
85782	Cosa significa tutto questo?	Significa che dobbiamo allenarci a portare sguardi inediti all'interno dei nostri mondi, e per allenarci dobbiamo abituarci a guardare alle periferie, se non completamente al di fuori dei mondi che vogliamo innovare.	0	0.0657	0.1322	0.1234	0.0819	0.0841	0.081	0.089	0.1413	0.1774	0.259	0.252	0.1623
199531	Mica male!	Magari l'abbiamo imparato dai nostri genitori, agricoltori anche loro ed eclettici.	1	0.104	0.1216	0.1696	0.1151	0.1225	0.1279	0.326	0.3462	0.3753	0.535	0.6224	0.4529
29990	Satoshi Kamiya è noto per creare modelli molto molto complessi come questa vespa, mentre invece Giang Dinh fa della semplicità la sua arma vincente: lui lavora col cartoncino bagnato, inumidendolo e riuscendo ad ottenere queste figure plastiche.	Allora, immaginate: un ombrello chiuso è la punta piegata, un ombrello aperto è la carta che serve per ottenere quella punta.	1	0.0254	0.0511	0.0418	0.0333	0.0362	0.0371	0.0403	0.0494	0.0599	0.0704	0.2104	0.2424
34065	Entra nel progetto architettonico, come detto prima, il fattore tempo.	Da qualche parte, lungo il nostro cammino, abbiamo cominciato a confondere quella che è la comodità con la felicità.	1	0.029	0.0285	0.0278	0.0206	0.0231	0.0261	0.0268	0.031	0.0421	0.0814	0.1337	0.176
30641	Cosa succederebbe se la connessione fra corteccia e muscolo si interrompesse a causa di un incidente o di una malattia?	Ci sono dei sistemi basati sulle brain - computer interfaces in cui la persona deve solo fissare su uno schermo una lettera, e il sistema automaticamente, prendendo il segnale cerebrale direttamente da una cuffia posizionata sulla testa riesce a capire quale lettera ha selezionato e le persone possono comunicare, fino ad arrivare a 17 caratteri al minuto.	1	0.0249	0.0625	0.0414	0.0397	0.0663	0.0715	0.0844	0.0805	0.0909	0.111	0.1189	0.2048
